"sa1_maincode_2016","sa3","global_pr","sa3_pr"
20601110502,20601,0.000182948139141749,0.0131819827970388
20601110504,20601,0.000204267285075299,0.014718093611076
20601110506,20601,0.000196891692939779,0.0141866592433666
20601110507,20601,0.000212048903881727,0.0152787834640619
20601110509,20601,0.000227618296398095,0.0164006066499873
20601110510,20601,0.000231334731307208,0.0166683873514913
20601110516,20601,0.000157073468267807,0.0113176322333248
20601110519,20601,0.000168616457443517,0.0121493405275683
20601110521,20601,0.00030969010444668,0.0223141358440726
20601110522,20601,0.000300455918468233,0.0216487840056577
20601110523,20601,0.000289047893766125,0.0208268003217741
20601110524,20601,0.000272428603799625,0.0196293287570721
20601110525,20601,0.000267963148058982,0.0193075787735508
20601110529,20601,0.000153518857693209,0.0110615114787528
20601110531,20601,0.000151446311936108,0.0109121781067691
20601110532,20601,0.00016017377590326,0.0115410190472481
20601110535,20601,0.000247618375757307,0.0178416746121395
20601110537,20601,0.000243295413000374,0.0175301916915618
20601110538,20601,0.000298659596910444,0.0215193534469004
20601110541,20601,0.000283561051698433,0.0204314562746267
20601110543,20601,0.000245585708468348,0.0176952146078953
20601110545,20601,0.000226410928791132,0.0163136120563317
20601110546,20601,0.000229288436159023,0.0165209454175773
20601110547,20601,0.000165066993987326,0.0118935906388965
20601110548,20601,0.000151317704100361,0.0109029115119498
20601110551,20601,0.000213266291111647,0.0153665000027347
20601110552,20601,0.000208351597985286,0.0150123810674543
20601110553,20601,0.00020868082189049,0.0150361026744361
20601110554,20601,0.000248102259181206,0.0178765399187752
20601110555,20601,0.000267134172244781,0.0192478484861961
20601110557,20601,0.000194104999979213,0.0139858693428017
20601110558,20601,0.000180427264538952,0.013000345936432
20601110602,20601,0.000318970035919249,0.0229827837877083
20601110603,20601,0.000300753498287213,0.0216702255577442
20601110604,20601,0.000299928067233187,0.0216107506813921
20601110605,20601,0.000274977762774966,0.0198130035947474
20601110607,20601,0.000257734738836009,0.0185705900561426
20601110608,20601,0.000251929265092503,0.0181522876051061
20601110609,20601,0.000228037596954744,0.0164308185600426
20601110612,20601,0.000203892572454727,0.0146910944005817
20601110613,20601,0.000186238419104794,0.0134190577083977
20601110616,20601,0.000252320929631326,0.0181805082540681
20601110617,20601,0.000155802847079282,0.0112260800222596
